Images,Title,Description,Brand,Condition,Primary Color,Secondary Color,Tags,Sku,Category,Price,Status,Listed Date,Sold Date,Shipped Date,Listing Platforms,Sold Platform,Internal Notes,Price Sold,Cost of Goods,Marketplace Fees,Shipping Expenses,Labels,Quantity Left,Quantity Sold
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/1eccfdfd-8956-449e-9cd7-02a1e415dcd1.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Columbia M Outdoor Fleece Jacket Gray Full Zip Interchange Athletic,"Outdoor Columbia fleece jacket with Omni-Wick technology in charcoal gray.

Regular fit in soft polyester fleece, styled for hiking and casual wear.

Size: M

Condition: Excellent; no visible flaws. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.",Columbia,Pre-Owned - Excellent,Gray,Black,,,"Coats, Jackets & Vests",27,Sold,2025-11-25,2026-02-22,,eBay,eBay,Cost: $3.65 | Mat: $0.95 | Ship: $0 | Target: $21.5 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 25% | Mercari: 15% },15.79,3.65,7.57,0,"raghouse, A12, cog:3.65, 60days+, clothing, LLBeanColumbiaREI",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c9f8beab-bc60-4bde-9b62-8d9789882b81.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Unbranded 80s Pastel Striped Polo Top - Multicolor Collared 3/4 Sleeve Vintage,"Vintage 1980s pastel striped blouse with a collared neckline and 3-button placket. Relaxed, lightweight fit with white knit trim at the collar, cuffs, and hem.

Condition: Good vintage condition; minor discoloration near collar and faint marks throughout (see photos).

See photos for full measurements.

Open to offers! Happy to bundle. Ships next business day.

",Unbranded,Pre-Owned - Good,Yellow,White,,,Tops,14,Sold,2025-10-23,2026-02-21,,Poshmark,Poshmark,og tp 14,10,1.25,2.95,0,"clothing, raghouse, A6, 80s Blouses, cog:1.79, 90days+",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/4053d9a2-488e-489e-9127-f461b374b80b.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Entro L Cottagecore Midi Dress Emerald Green Smocked Tiered Ruffle,"Romantic cottagecore Entro midi dress with smocked bodice and tiered ruffle details in emerald green.

Satin-finish polyester, styled for special occasions and warm weather.

Size: L

Condition: New with tags; no flaws. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Entro,New With Tags/Box,Green,,,,Dresses,46.99,Sold,2026-01-05,2026-03-01,,eBay,eBay,Cost: $0 | Mat: $0.23 | Ship: $0 | Target: $34 | Markup: { Etsy: 35% | eBay: 35% | Depop: 35% | Poshmark: 15% | Mercari: 5% },27.49,0,9.21,0,"A16, clothing, andrea",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/1b967151-dc98-4d5a-a6d5-3bf2f483651c.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Levi's 33 Streetwear 511 Shorts Black Denim Slim,"Streetwear Levi's 511 shorts with frayed cutoff hem in black denim wash.

Slim fit in stretch denim, styled for spring and summer.

Size: 33x32

Condition: Good pre-owned; Flaws: no major flaws visible. See photos for details.

Measurements: 

outer seam 17in
leg opening 9.5in
inseam 6in
rise 10in
waist 33in

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Levi's,Pre-Owned - Good,Black,,"Levis 511, Denim Shorts, Cutoff Shorts, Black Denim, Slim Fit, Streetwear, Frayed Hem, Skater, Y2K, Mens Shorts",,Shorts,24,Sold,2026-02-19,2026-02-20,,Depop,Depop,,19,2.43,1.36,0,"A18, cog:2.43",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/bd183c2f-657f-480f-ad3b-a0e933da649d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",The Drop 28 Y2K Wide Leg Jeans Light Blue High Rise,"Y2K 90s The Drop wide leg palazzo jeans with vertical center seams in light blue vintage wash.

High rise in denim, styled for all seasons.

Size: 28

Condition: Good pre-owned; Flaws: Raw hem edges with slight fraying, faint darkening near right leg bottom. See photos for details.

Measurements: 

Leg opening 13in
Inseam 30 in
Rise 11in
Waist 13in

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",The Drop,Pre-Owned - Good,Blue,,"y2k, vintage denim, wide leg, palazzo, high rise, the drop",,Jeans,34,Sold,2026-02-18,2026-02-18,,Poshmark,Poshmark,,20,2.43,4,0,"A18, raghouse, skaterflarejeans, cog:2.43",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/77ba4a52-aefa-45c9-8266-6593338fb127.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Nike Team XL St. Louis Cardinals 1934 Gashouse Gang Ringer Tee,"Nike Team St. Louis Cardinals “Gashouse Gang” graphic tee with red ringer collar.

Soft cotton feel, classic baseball/Cooperstown style.

Size: XL

Condition: Good; Flaws: light discoloration/marks (see photos).

Measurements: 22 in pit to pit, 28 in length.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Nike,Pre-Owned - Good,White,,"Cardinals, Nike, Cooperstown, MLB, baseball, Gashouse Gang, St. Louis, graphic tee, ringer, sports, retro, team",,T-Shirts,24,Sold,2026-02-04,2026-02-18,,eBay,eBay,,0,2.93,16.41,0,"A17, cog:2.93, raghouse, dirtywhitesportstees",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/375c95b7-d046-4fe9-94f2-42fb34dc8b19.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Fernando Tatis Jr. San Diego Padres Graphic T-Shirt Small White MLB Baseball,"Fernando Tatis Jr. graphic t-shirt featuring a collage of the San Diego Padres star player in action. Large ""Fernando Tatis Jr."" spellout with gold accents.

Size: Small

Condition: Pre-Owned - Fair/Good. Shows some wear. There is a small faint stain/mark near the bottom hem on the front. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Game Changer,Pre-Owned - Fair,White,Yellow,"San Diego Padres, Fernando Tatis Jr, MLB, Baseball, El Nino, Sports",undefined,T-Shirts,16,Sold,2026-02-07,2026-02-18,,Poshmark,Poshmark,,10,2.93,2.95,0,"A17, cog:2.93, dirtywhitesportstees, raghouse",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/74d364a6-db0b-44f1-9740-273c56265ab0.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Adidas L Kobe Bryant 24 Los Angeles Lakers T-Shirt White NBA Basketball Graphic,"Classic Kobe Bryant #24 Los Angeles Lakers graphic t-shirt by Adidas. Features bold ""Lakers 24"" on front and ""Bryant 24"" on back in purple and gold.

Regular fit in 100% Cotton, styled for game day or casual wear.

Size: L

Condition: Good pre-owned condition; Flaws: Visible yellowing/marks on the sleeve and lower back area. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Adidas,Pre-Owned - Good,White,Purple,"chicago bulls, nba, basketball, adidas, graphic tee, sports, bulls shirt, white tee, kobe bryant, lakers, jersey tee, los angeles, mamba, 24",,T-Shirts,28,Sold,2026-02-07,2026-02-18,,eBay,eBay,,0,2.93,18.6,0,"A17, raghouse, dirtywhitesportstees, cog:2.93",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/233cbf86-d145-471a-85e3-aecac3baf9d4.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Joe's Crab Shack Graphic Tee White,"Joe’s Crab Shack graphic tee with tiki/tropical art and “Sun, Surf, and Crabs” text on a white tee.

Short sleeve crew neck, soft cotton feel, beachy/novelty graphic.

Size: XL

Condition: Good; Flaws: light yellowing/staining and small marks (see photos).

Measurements: 24 in pit to pit, 26.5 in length.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",joe's stuff,Pre-Owned - Good,White,,"oe's Crab Shack, graphic tee, tiki, tropical, beach, surf, crabs, novelty, restaurant, vacation",,T-Shirts,20,Sold,2026-02-05,2026-02-17,,Depop,Depop,,9,2.93,0.99,0,"cog:2.93, raghouse, dirtywhitesportstees, A17",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/1bb0012c-2e68-42ed-94f6-53570e2e982a.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Ager XL Phoenix Suns Graphic Tee White NBA Cactus Snake,"Phoenix Suns NBA graphic tee with cactus and desert snake art in white.

Crew neck short sleeve, 100% cotton, breathable and easy to wear year round.

Size: XL

Condition: Good; Flaws: small faint stain on lower front. See photos for details.

Measurements: 22.5 in pit to pit, 28 in length.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Ager,Pre-Owned - Good,White,,"Phoenix Suns, NBA, Ager, cactus, snake, desert, basketball, graphic tee, streetwear, sports",,T-Shirts,22,Sold,2026-02-04,2026-02-17,,Depop,Depop,,10.5,2.93,1.05,0,"A17, raghouse, dirtywhitesportstees, cog:2.93",,1
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/8c7b8134-5e5e-4678-b582-ff6cbd1956e5.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Anne Klein M Workwear Crop Pants Black White Slim,"Workwear Anne Klein slim crop pants in black and white plaid.

Slim fit in stretch woven fabric, styled for office and career wear.

Size: M

Condition: New with tags; Flaws: no major flaws visible. See photos for details.

Measurements: 

36 in outseam
26 in inseam
7.5 in leg opening 
11 inch rise
32 in waist 

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Anne Klein,New With Tags/Box,Black,White,"workwear, plaid, crop pants, office, career",,Pants,32,Active,2026-03-18,,,"eBay, Depop, Mercari, Poshmark",,,,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/f82f3de2-e1fd-4607-85d3-1092fc382793.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Secret Treasures M Cozy Bearly Awake Sleep Shirt Winter White Relaxed Fit,"Cozy sleep shirt featuring Bearly Awake polar bear graphic—perfect for winter lounging.

Relaxed fit in plush polyester fleece with scoop neckline, whimsical graphic, and festive scarf/hat details.

Size: M (8-10)

Condition: Good pre-owned; Flaws: Minor dye transfer on left sleeve and back bottom. See photos for details.

Measurements: Chest 20"", Length 24""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Secret Treasures,Pre-Owned - Good,White,Gray,"sleepwear, bear, winter, cozy, plush, lounge",,Sleepwear & Robes,15,Active,2026-03-11,,,"eBay, Mercari, Depop, Poshmark",,"Brand and size confirmed from tag photo. No sold comps found; price estimated from similar plush graphic sleep shirts ($8–$12, ×1.35 ≈ $15). Flaws described and pictured.",,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/10c44f30-9674-4e2a-a798-81dc7c5c5410.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",L Minimalist Sleeveless Wrap Romper Beige Regular Fit,"Minimalist sleeveless romper with wrap front, tie waist, and built-in shorts in beige.

Regular fit in soft polyamide-elastane blend—classic, versatile style for summer, lounge, or layering.

Size: L

Condition: Good pre-owned; Flaws: Small stain spot above waist, covered by wrap. See photos for details.

Measurements: Chest 15"", Length 28""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Unknown,Pre-Owned - Good,Beige,,"romper, wrap front, minimalist, summer, built-in shorts, beige",,Jumpsuits & Rompers,18,Active,2026-03-11,,,"eBay, Mercari, Depop, Poshmark",,"Brand not visible or not present; size confirmed from tag. Material: 78% Polyamide, 22% Elastane, made in China. Small stain above waist, covered by wrap. Price estimated from similar minimalist sleeveless rompers ($12–$14, ×1.35 → $18). Adjust if actual comps found.",,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/110e4648-cce7-447c-8580-557e294efc7a.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Gildan L Krewe Gemini Mardi Gras Shirt Black Regular Fit,"Mardi Gras celebration shirt featuring Gemini Krewe artwork and member graphics.

Regular fit in soft preshrunk cotton—vibrant front and back prints with yellow sleeve text.

Size: L

Condition: Fair pre-owned; Flaws: Right sleeve ""Gemini"" print is crunchy. See photos for details.

Measurements: Chest 21"", Length 27"", Sleeve 23.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Gildan,Pre-Owned - Fair,Black,Yellow,"krewe, mardi gras, gemini, vintage, long sleeve, festival",,T-Shirts,22,Active,2026-03-11,,,"eBay, Mercari, Depop, Poshmark",,"Brand and size confirmed from tag. No sold comps found for exact event shirt—price estimated from vintage event long sleeve shirts on eBay ($16–$20, ×1.35 ≈ $22). Adjust price if comps found.",,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/02a6820a-ed21-42b0-8760-040d2e2c0f78.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Y2K L Laser Cut Faux Suede Jacket Brown Boho Relaxed Fit,"Y2K laser cut faux suede jacket in rich brown with scalloped hem and boho vibes.

Relaxed fit, two button front, fully lined, beautifully detailed cut-out pattern. Soft polyester/spandex blend for easy wear.

Size: L (estimated, no size tag)

Condition: Good pre-owned, no visible flaws. See photos for details.

Measurements: Chest: 22"", Length: 25"", Sleeve: 25""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Focus 2000,Pre-Owned - Good,Brown,,"focus 2000, laser cut, faux suede, boho, brown, jacket, y2k",,Tops,28,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,Brand and size confirmed from tag. No visible flaws. Pricing based on similar faux suede boho jackets.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/ce38f193-df31-4ac0-b51f-09cb4cb4c75e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Teddi 16 Y2K Embroidered Button Down Shirt Olive Floral Relaxed Fit,"Y2K Teddi button down shirt with floral embroidery on the front pocket in an olive green shade.

Relaxed fit in a soft, stretch polyester-spandex blend. Button front, long sleeves, great for layering or casual wear.

Size: 16

Condition: Good pre-owned, no visible flaws. See photos for details.

Measurements: Chest: 22"", Length: 24"", Sleeve: 24.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Teddi,Pre-Owned - Good,Green,Beige,"teddi, button down, floral, embroidered, olive, y2k, stretch",,Tops,22,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,Brand and size confirmed via tag. No visible flaws. Market price estimated using Y2K embroidered shirts as comps.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/1bfaf543-c6c6-481b-9ae6-2986f6a7854e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Susan Graver L Y2K Button Down Shirt Black Minimalist Relaxed Fit,"Y2K Susan Graver button down shirt in black with minimalist styling. Removable shoulder pads add versatility for casual or dressy looks.

Relaxed fit, stretch fabric blend (97% polyester, 3% spandex), button front, long sleeves.

Size: L

Condition: Good pre-owned; Flaws: none visible. See photos for details.

Measurements: Chest: 25"", Length: 31"", Sleeve: 24""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Susan Graver,Pre-Owned - Good,Black,,"susan graver, button down, black, minimalist, shoulder pads, y2k, stretch",,Tops,21,Active,2026-03-10,,,"eBay, Mercari, Depop, Poshmark",,Brand and size confirmed via tag. No visible flaws. Pricing based on similar Y2K black button-down shirts. Includes removable shoulder pads.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/7ea76cbf-7711-401f-9d2b-d834d5bf917e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Selene Sport M Vintage Button-Up Shirt Orange Dual Pockets Relaxed,"Vintage vibe with bold orange color and dual chest pockets.

Relaxed fit in lightweight polyester.

Size: Medium

Condition: Good pre-owned; Flaws: very light fading throughout, small pin-size dot on bottom front. See photos for details.

Measurements: Chest 18"", Length 23"", Sleeve 22.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Selene Sport,Pre-Owned - Good,Orange,,"vintage, selene sport, button-up, orange, dual pockets, mens, relaxed, polyester",,Tops,32,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,"Brand and size confirmed from tag photo. Price based on sold comps in $18-24 range, formula applied: comp × 1.35. Flaws photo included. Tag confirms 'Selene Sport', size 'M'.",,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2add23a8-4ee0-410a-b68e-9b49e1bb85da.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Say What? L Y2K Button Down Shirt Brown Minimalist Relaxed Fit,"Y2K Say What? button down shirt in brown with minimalist styling. Casual, lightweight, perfect for layering or standalone wear.

Relaxed fit, 100% polyester, button front, long sleeves.

Size: L

Condition: Good pre-owned; Flaws: none visible. See photos for details.

Measurements: Chest: 20"", Length: 25"", Sleeve: 23""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Say What?,Pre-Owned - Good,Brown,,"y2k, say what, button down, minimalist, brown, polyester",,Tops,18,Active,2026-03-10,,,"eBay, Mercari, Depop, Poshmark",,Brand and size confirmed via tag. No visible flaws. Pricing estimated due to lack of direct sold comps; baseline used.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/17664244-8280-402b-9e1f-c39b866fb330.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Sag Harbor L Y2K Women's Button-Down Shirt Red Regular,"Y2K Sag Harbor button-down shirt with swirling pattern in vibrant red.

Relaxed fit in 100% polyester, styled for casual, work, or holiday wear.

Size: Large

Condition: Excellent used; Flaws: none visible. See photos for details.

Measurements: Chest: 22"", Length: 26"", Sleeve: 24""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Sag Harbor,Pre-Owned - Excellent,Red,Black,"y2k, Sag Harbor, embroidered, button-down, red, vintage, casual",,Tops,18,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,"Comps unavailable from web search. Baseline 2026 pricing for Sag Harbor polyester shirts is $12-15; marked up to $18 per formula. No major flaws, tag confirms brand and size.",,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/e43ff54e-b8bd-4f62-a8ed-35c9e1e2b1ef.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Real Comfort XL Y2K Button Down Shirt Brown Minimalist Relaxed Fit,"Y2K Real Comfort button down shirt in brown faux suede fabric with minimalist styling. 

Relaxed fit, lightweight feel, button front, long sleeves.

Size: XL 

Condition: Good pre-owned; Flaws: none visible. See photos for details.

Measurements: Chest: 25"", Length: 31"", Sleeve: 24""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Real Comfort,Pre-Owned - Good,Brown,,"real comfort, button down, brown, minimalist, faux suede, y2k, stretch",,Tops,22,Active,2026-03-10,,,"eBay, Mercari, Depop, Poshmark",,Brand and size confirmed from tag. No visible flaws. Pricing based on similar faux suede minimalist shirts.,,2.43,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/aa05b7dc-a2b9-41c5-b6ff-553318543060.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Gaze S Y2K Cowl Neck Sweater Blue Minimalist Relaxed Fit,"Y2K Gaze cowl neck sweater in heathered blue with minimalist, cozy vibes. Lightweight stretch fabric, perfect for layering or casual wear.

Relaxed fit; standard Small. Poly-rayon-spandex blend, cowl neckline, long sleeves.

Size: S 

Condition: Good pre-owned, no visible flaws. See photos for details.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Gaze,Pre-Owned - Good,Blue,,"gaze, cowl neck, sweater, blue, minimalist, y2k, stretch",,Sweaters,16,Active,2026-03-10,,,"eBay, Mercari, Depop, Poshmark",,Brand and size confirmed from tag. No measurements; fit based on visual standard Small. No visible flaws; pricing based on similar minimalist sweaters.,,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/8108ebc0-fa5f-4712-a01a-af62cdde3401.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Outdoor Jacket M Minimalist Zip Jacket Beige Relaxed Fit,"Minimalist beige outdoor jacket for everyday or travel wear.

Relaxed fit in lightweight polyester with full zip and elastic hem.

Size: M

Condition: Excellent pre-owned; Flaws: None visible. See photos for details.

Measurements: Chest 22"", Length 27"", Sleeve 24.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Outdoor Jacket,Pre-Owned - Excellent,Beige,,"outdoor, beige, zip jacket, minimalist, relaxed fit",,"Coats, Jackets & Vests",20,Active,2026-03-11,,,"eBay, Mercari, Depop, Poshmark",,"Brand and size confirmed from label photo. No sold comps found—price estimated from similar minimalist jackets (brandless and entry-level) on eBay ($16–$22, ×1.35 ≈ $20). Adjust price if actual comps surface.",,0,,,"A20, cog:0",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/dad5f8c8-0657-49a5-8180-cf3ef298d35b.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Allison Daley 16P Classic Button-Up Shirt Brown Relaxed Fit,"Classic everyday button-up for work or casual outings.

Relaxed fit in soft polyester-spandex blend with subtle chevron stitch detailing.

Size: 16P

Condition: Excellent pre-owned; Flaws: None. See photos for details.

Measurements: Chest 24"", Length 27"", Sleeve 22""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Allison Daley,Pre-Owned - Excellent,Brown,,"petite, brown, button-up, career, classic, relaxed fit",,Tops,20,Active,2026-03-11,,,"eBay, Mercari, Depop, Poshmark",,"Brand and size confirmed from tag photo. No sold comps found—price estimated from similar petite shirts, documented here. If more comps are available, revise price accordingly.",,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/135f468c-e21d-4575-afb5-86fb87addeda.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Draper's & Damon's PM Y2K Embroidered Jacket Black Floral Relaxed Fit,"Y2K Draper's & Damon's jacket with intricate floral embroidery and applique accents.

Relaxed fit in lightweight 100% polyester, perfect for layering. Features button front closure, long sleeves, and petite sizing.

Size: PM

Condition: Good pre-owned; Flaws: Some white marks on right sleeve. See photos for details.

Measurements: Chest: 22"", Length: 22"", Sleeve: 21""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Draper's & Damon's,Pre-Owned - Good,Black,Multicolor,"petite, floral, embroidery, jacket, black, applique, y2k",,Tops,27,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,Brand and size confirmed from tag; pricing estimated based on general comps for similar embroidered jackets due to lack of exact sold data. Flaws noted: some white marks on right sleeve.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/79f2b9bd-6db4-4010-9e9e-21f24f8145ca.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Allison Daley 14 Y2K Women's Button-Down Shirt Purple Shoulder Pads Regular,"Y2K Allison Daley purple button-down shirt with shoulder pads.

Relaxed fit, lightweight stretch polyester blend, perfect for layering.

Size: 14

Condition: Excellent used; Flaws: none visible. See photos for details.

Measurements: Chest: 23"", Length: 30"", Sleeve: 23.5""

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Allison Daley,Pre-Owned - Excellent,Purple,,"y2k, Allison Daley, button-down, purple, shoulder pads, vintage",,Tops,16,Active,2026-03-10,,,"eBay, Etsy, Mercari, Depop, Poshmark",,Shoulder pads confirmed. Comps baseline: $10–$14. Tag confirms brand and size.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/94163351-2344-438d-a98f-e4ca62ec3ec0.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Sag Harbor M Vintage Blouse Magenta Embroidered Relaxed,"Vintage Sag Harbor button-front blouse with all-over floral embroidery in rich magenta.

Relaxed fit in soft suede-like polyester, classic workwear silhouette with long sleeves and button cuffs.

Size: M

Condition: Good pre-owned; Flaws: no major flaws visible. See photos for details.

Measurements: Chest 20 in / Length 24 in / Sleeve 23 in

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Sag Harbor,Pre-Owned - Good,Purple,,"vintage, sag harbor, blouse, embroidered, magenta, workwear, 90s",,Tops,19,Active,2026-03-09,,,"eBay, Etsy, Mercari, Depop, Poshmark",,Comps: Sag Harbor embroidered blouses sold $12-16 on Poshmark/eBay. Median $14 used. Suede-like polyester tag confirmed. No flaws visible in photos.,,2.43,,,"A20, cog:2.43",1,
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/abf4c054-955b-4819-b226-e24d7ddb7685.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600",Red Hot Plus 22W Y2K Velour Button Down Shirt Magenta Plus,"Y2K magenta velour button-down with bold fuchsia color and classic collar.

Relaxed plus fit in smooth polyester velour with button cuffs and one chest pocket.

Size: 22W

Condition: Good pre-owned; Flaws: no major flaws visible. See photos for details.

Measurements: Chest: 26 in (across) | Length: 31 in | Sleeve: 24 in

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.",Red Hot Plus,Pre-Owned - Good,Pink,,"velour, plus size, button down, Y2K, magenta, red hot plus, shirt",,Tops,16,Active,2026-03-09,,,"eBay, Etsy, Mercari, Depop, Poshmark",,"Comp: Red Hot Plus velour shirt 20W sold $10 Poshmark. Used $12 median est. × 1.35 = $16. Tag brand confirmed as Red Hot Plus, size 22W. Color is magenta/fuchsia velour. No flaws noted.",,2.43,,,"A20, cog:2.43",1,
